Mod:Item:MetaData, Localized Name
mekanism:crystal:1, Gold Crystal
mekanism:crystal:2, Osmium Crystal
mekanism:crystal:3, Copper Crystal
mekanism:crystal:4, Tin Crystal
mekanism:crystal:5, Silver Crystal
mekanism:crystal:6, Lead Crystal
mekanism:freerunners, Free Runners
mekanism:armoredjetpack, Armored Jetpack
mekanism:configurationcard, Configuration Card
mekanism:craftingformula, Crafting Formula
mekanism:seismicreader, Seismic Reader
mekanism:substrate, Substrate
mekanism:polyethene:0, HDPE Pellet
mekanism:polyethene:1, HDPE Rod
mekanism:polyethene:2, HDPE Sheet
mekanism:polyethene:3, PlaStick
mekanism:biofuel, Bio Fuel
mekanism:flamethrower, Flamethrower
mekanism:gaugedropper, Gauge Dropper
mekanism:tierinstaller:0, Basic Tier Installer
mekanism:tierinstaller:1, Advanced Tier Installer
mekanism:tierinstaller:2, Elite Tier Installer
mekanism:tierinstaller:3, Ultimate Tier Installer
mekanism:otherdust:0, Diamond Dust
mekanism:otherdust:1, Steel Dust
mekanism:otherdust:3, Sulfur Dust
mekanism:otherdust:4, Lithium Dust
mekanism:otherdust:5, Refined Obsidian Dust
mekanism:otherdust:6, Obsidian Dust
mekanism:basicblock:0, Osmium Block
mekanism:basicblock:1, Bronze Block
mekanism:basicblock:2, Refined Obsidian
mekanism:basicblock:3, Charcoal Block
mekanism:basicblock:4, Refined Glowstone
mekanism:basicblock:5, Steel Block
mekanism:basicblock:6, Basic Bin
mekanism:basicblock:6, Advanced Bin
mekanism:basicblock:6, Elite Bin
mekanism:basicblock:6, Ultimate Bin
mekanism:basicblock:6, Creative Bin
mekanism:basicblock:7, Teleporter Frame
mekanism:basicblock:8, Steel Casing
mekanism:basicblock:9, Dynamic Tank
mekanism:basicblock:10, Structural Glass
mekanism:basicblock:11, Dynamic Valve
mekanism:basicblock:12, Copper Block
mekanism:basicblock:13, Tin Block
mekanism:basicblock:14, Thermal Evaporation Controller
mekanism:basicblock:15, Thermal Evaporation Valve
mekanism:basicblock2:0, Thermal Evaporation Block
mekanism:basicblock2:1, Induction Casing
mekanism:basicblock2:2, Induction Port
mekanism:basicblock2:3, Basic Induction Cell
mekanism:basicblock2:3, Advanced Induction Cell
mekanism:basicblock2:3, Elite Induction Cell
mekanism:basicblock2:3, Ultimate Induction Cell
mekanism:basicblock2:4, Basic Induction Provider
mekanism:basicblock2:4, Advanced Induction Provider
mekanism:basicblock2:4, Elite Induction Provider
mekanism:basicblock2:4, Ultimate Induction Provider
mekanism:basicblock2:5, Superheating Element
mekanism:basicblock2:6, Pressure Disperser
mekanism:basicblock2:7, Boiler Casing
mekanism:basicblock2:8, Boiler Valve
mekanism:basicblock2:9, Security Desk
mekanism:machineblock:0, Enrichment Chamber
mekanism:machineblock:1, Osmium Compressor
mekanism:machineblock:2, Combiner
mekanism:machineblock:3, Crusher
mekanism:machineblock:4, Digital Miner
mekanism:machineblock:5, Basic Smelting Factory
mekanism:machineblock:5, Basic Enriching Factory
mekanism:machineblock:5, Basic Crushing Factory
mekanism:machineblock:5, Basic Compressing Factory
mekanism:machineblock:5, Basic Combining Factory
mekanism:machineblock:5, Basic Purifying Factory
mekanism:machineblock:5, Basic Injecting Factory
mekanism:machineblock:5, Basic Infusing Factory
mekanism:machineblock:6, Advanced Smelting Factory
mekanism:machineblock:6, Advanced Enriching Factory
mekanism:machineblock:6, Advanced Crushing Factory
mekanism:machineblock:6, Advanced Compressing Factory
mekanism:machineblock:6, Advanced Combining Factory
mekanism:machineblock:6, Advanced Purifying Factory
mekanism:machineblock:6, Advanced Injecting Factory
mekanism:machineblock:6, Advanced Infusing Factory
mekanism:machineblock:7, Elite Smelting Factory
mekanism:machineblock:7, Elite Enriching Factory
mekanism:machineblock:7, Elite Crushing Factory
mekanism:machineblock:7, Elite Compressing Factory
mekanism:machineblock:7, Elite Combining Factory
mekanism:machineblock:7, Elite Purifying Factory
mekanism:machineblock:7, Elite Injecting Factory
mekanism:machineblock:7, Elite Infusing Factory
mekanism:machineblock:8, Metallurgic Infuser
mekanism:machineblock:9, Purification Chamber
mekanism:machineblock:10, Energized Smelter
mekanism:machineblock:12, Electric Pump
mekanism:machineblock:13, Personal Chest
mekanism:machineblock:14, Chargepad
mekanism:machineblock:15, Logistical Sorter
mekanism:machineblock2:0, Rotary Condensentrator
mekanism:machineblock2:1, Chemical Oxidizer
mekanism:machineblock2:2, Chemical Infuser
mekanism:machineblock2:3, Chemical Injection Chamber
mekanism:machineblock2:4, Electrolytic Separator
mekanism:machineblock2:5, Precision Sawmill
mekanism:machineblock2:6, Chemical Dissolution Chamber
mekanism:machineblock2:7, Chemical Washer
mekanism:machineblock2:8, Chemical Crystallizer
mekanism:machineblock2:9, Seismic Vibrator
mekanism:machineblock2:10, Pressurized Reaction Chamber
mekanism:machineblock2:11, Basic Fluid Tank
mekanism:machineblock2:11, Advanced Fluid Tank
mekanism:machineblock2:11, Elite Fluid Tank
mekanism:machineblock2:11, Ultimate Fluid Tank
mekanism:machineblock2:11, Creative Fluid Tank
mekanism:machineblock2:12, Fluidic Plenisher
mekanism:machineblock2:13, Laser
mekanism:machineblock2:14, Laser Amplifier
mekanism:machineblock2:15, Laser Tractor Beam
mekanism:machineblock3:0, Quantum Entangloporter
mekanism:machineblock3:1, Solar Neutron Activator
mekanism:machineblock3:3, Oredictionificator
mekanism:machineblock3:4, Resistive Heater
mekanism:machineblock3:5, Formulaic Assemblicator
mekanism:machineblock3:6, Fuelwood Heater
mekanism:oreblock:0, Osmium Ore
mekanism:oreblock:1, Copper Ore
mekanism:oreblock:2, Tin Ore
mekanism:energycube:0, Basic Energy Cube
mekanism:energycube:0, Basic Energy Cube
mekanism:energycube:0, Advanced Energy Cube
mekanism:energycube:0, Advanced Energy Cube
mekanism:energycube:0, Elite Energy Cube
mekanism:energycube:0, Elite Energy Cube
mekanism:energycube:0, Ultimate Energy Cube
mekanism:energycube:0, Ultimate Energy Cube
mekanism:energycube:0, Creative Energy Cube
mekanism:energycube:0, Creative Energy Cube
mekanism:transmitter:0, Basic Universal Cable
mekanism:transmitter:0, Advanced Universal Cable
mekanism:transmitter:0, Elite Universal Cable
mekanism:transmitter:0, Ultimate Universal Cable
mekanism:transmitter:1, Basic Mechanical Pipe
mekanism:transmitter:1, Advanced Mechanical Pipe
mekanism:transmitter:1, Elite Mechanical Pipe
mekanism:transmitter:1, Ultimate Mechanical Pipe
mekanism:transmitter:2, Basic Pressurized Tube
mekanism:transmitter:2, Advanced Pressurized Tube
mekanism:transmitter:2, Elite Pressurized Tube
mekanism:transmitter:2, Ultimate Pressurized Tube
mekanism:transmitter:3, Basic Logistical Transporter
mekanism:transmitter:3, Advanced Logistical Transporter
mekanism:transmitter:3, Elite Logistical Transporter
mekanism:transmitter:3, Ultimate Logistical Transporter
mekanism:transmitter:4, Restrictive Transporter
mekanism:transmitter:5, Diversion Transporter
mekanism:transmitter:6, Basic Thermodynamic Conductor
mekanism:transmitter:6, Advanced Thermodynamic Conductor
mekanism:transmitter:6, Elite Thermodynamic Conductor
mekanism:transmitter:6, Ultimate Thermodynamic Conductor
mekanism:obsidiantnt, Obsidian TNT
mekanism:boundingblock, Bounding Block
mekanism:gastank:0, Basic Gas Tank
mekanism:gastank:0, Advanced Gas Tank
mekanism:gastank:0, Elite Gas Tank
mekanism:gastank:0, Ultimate Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:cardboardbox, Cardboard Box
mekanism:glowpanel:0, §8Black Glow Panel
mekanism:glowpanel:1, §cRed Glow Panel
mekanism:glowpanel:2, §2Green Glow Panel
mekanism:glowpanel:3, §6Brown Glow Panel
mekanism:glowpanel:4, §1Blue Glow Panel
mekanism:glowpanel:5, §5Purple Glow Panel
mekanism:glowpanel:6, §3Cyan Glow Panel
mekanism:glowpanel:7, §7Light Grey Glow Panel
mekanism:glowpanel:8, §8Grey Glow Panel
mekanism:glowpanel:9, §dPink Glow Panel
mekanism:glowpanel:10, §aLime Glow Panel
mekanism:glowpanel:11, §eYellow Glow Panel
mekanism:glowpanel:12, §9Light Blue Glow Panel
mekanism:glowpanel:13, §dMagenta Glow Panel
mekanism:glowpanel:14, §6Orange Glow Panel
mekanism:glowpanel:15, §fWhite Glow Panel
mekanism:plasticblock:0, §8Black Plastic Block
mekanism:plasticblock:1, §cRed Plastic Block
mekanism:plasticblock:2, §2Green Plastic Block
mekanism:plasticblock:3, §6Brown Plastic Block
mekanism:plasticblock:4, §1Blue Plastic Block
mekanism:plasticblock:5, §5Purple Plastic Block
mekanism:plasticblock:6, §3Cyan Plastic Block
mekanism:plasticblock:7, §7Light Grey Plastic Block
mekanism:plasticblock:8, §8Grey Plastic Block
mekanism:plasticblock:9, §dPink Plastic Block
mekanism:plasticblock:10, §aLime Plastic Block
mekanism:plasticblock:11, §eYellow Plastic Block
mekanism:plasticblock:12, §9Light Blue Plastic Block
mekanism:plasticblock:13, §dMagenta Plastic Block
mekanism:plasticblock:14, §6Orange Plastic Block
mekanism:plasticblock:15, §fWhite Plastic Block
mekanism:slickplasticblock:0, §8Black Slick Plastic Block
mekanism:slickplasticblock:1, §cRed Slick Plastic Block
mekanism:slickplasticblock:2, §2Green Slick Plastic Block
mekanism:slickplasticblock:3, §6Brown Slick Plastic Block
mekanism:slickplasticblock:4, §1Blue Slick Plastic Block
mekanism:slickplasticblock:5, §5Purple Slick Plastic Block
mekanism:slickplasticblock:6, §3Cyan Slick Plastic Block
mekanism:slickplasticblock:7, §7Light Grey Slick Plastic Block
mekanism:slickplasticblock:8, §8Grey Slick Plastic Block
mekanism:slickplasticblock:9, §dPink Slick Plastic Block
mekanism:slickplasticblock:10, §aLime Slick Plastic Block
mekanism:slickplasticblock:11, §eYellow Slick Plastic Block
mekanism:slickplasticblock:12, §9Light Blue Slick Plastic Block
mekanism:slickplasticblock:13, §dMagenta Slick Plastic Block
mekanism:slickplasticblock:14, §6Orange Slick Plastic Block
mekanism:slickplasticblock:15, §fWhite Slick Plastic Block
mekanism:glowplasticblock:0, §8Black Plastic Glow Block
mekanism:glowplasticblock:1, §cRed Plastic Glow Block
mekanism:glowplasticblock:2, §2Green Plastic Glow Block
mekanism:glowplasticblock:3, §6Brown Plastic Glow Block
mekanism:glowplasticblock:4, §1Blue Plastic Glow Block
mekanism:glowplasticblock:5, §5Purple Plastic Glow Block
mekanism:glowplasticblock:6, §3Cyan Plastic Glow Block
mekanism:glowplasticblock:7, §7Light Grey Plastic Glow Block
mekanism:glowplasticblock:8, §8Grey Plastic Glow Block
mekanism:glowplasticblock:9, §dPink Plastic Glow Block
mekanism:glowplasticblock:10, §aLime Plastic Glow Block
mekanism:glowplasticblock:11, §eYellow Plastic Glow Block
mekanism:glowplasticblock:12, §9Light Blue Plastic Glow Block
mekanism:glowplasticblock:13, §dMagenta Plastic Glow Block
mekanism:glowplasticblock:14, §6Orange Plastic Glow Block
mekanism:glowplasticblock:15, §fWhite Plastic Glow Block
mekanism:reinforcedplasticblock:0, §8Black Reinforced Plastic Block
mekanism:reinforcedplasticblock:1, §cRed Reinforced Plastic Block
mekanism:reinforcedplasticblock:2, §2Green Reinforced Plastic Block
mekanism:reinforcedplasticblock:3, §6Brown Reinforced Plastic Block
mekanism:reinforcedplasticblock:4, §1Blue Reinforced Plastic Block
mekanism:reinforcedplasticblock:5, §5Purple Reinforced Plastic Block
mekanism:reinforcedplasticblock:6, §3Cyan Reinforced Plastic Block
mekanism:reinforcedplasticblock:7, §7Light Grey Reinforced Plastic Block
mekanism:reinforcedplasticblock:8, §8Grey Reinforced Plastic Block
mekanism:reinforcedplasticblock:9, §dPink Reinforced Plastic Block
mekanism:reinforcedplasticblock:10, §aLime Reinforced Plastic Block
mekanism:reinforcedplasticblock:11, §eYellow Reinforced Plastic Block
mekanism:reinforcedplasticblock:12, §9Light Blue Reinforced Plastic Block
mekanism:reinforcedplasticblock:13, §dMagenta Reinforced Plastic Block
mekanism:reinforcedplasticblock:14, §6Orange Reinforced Plastic Block
mekanism:reinforcedplasticblock:15, §fWhite Reinforced Plastic Block
mekanism:roadplasticblock:0, §8Black Plastic Road
mekanism:roadplasticblock:1, §cRed Plastic Road
mekanism:roadplasticblock:2, §2Green Plastic Road
mekanism:roadplasticblock:3, §6Brown Plastic Road
mekanism:roadplasticblock:4, §1Blue Plastic Road
mekanism:roadplasticblock:5, §5Purple Plastic Road
mekanism:roadplasticblock:6, §3Cyan Plastic Road
mekanism:roadplasticblock:7, §7Light Grey Plastic Road
mekanism:roadplasticblock:8, §8Grey Plastic Road
mekanism:roadplasticblock:9, §dPink Plastic Road
mekanism:roadplasticblock:10, §aLime Plastic Road
mekanism:roadplasticblock:11, §eYellow Plastic Road
mekanism:roadplasticblock:12, §9Light Blue Plastic Road
mekanism:roadplasticblock:13, §dMagenta Plastic Road
mekanism:roadplasticblock:14, §6Orange Plastic Road
mekanism:roadplasticblock:15, §fWhite Plastic Road
mekanism:plasticfence:0, §8Black Plastic Barrier
mekanism:plasticfence:1, §cRed Plastic Barrier
mekanism:plasticfence:2, §2Green Plastic Barrier
mekanism:plasticfence:3, §6Brown Plastic Barrier
mekanism:plasticfence:4, §1Blue Plastic Barrier
mekanism:plasticfence:5, §5Purple Plastic Barrier
mekanism:plasticfence:6, §3Cyan Plastic Barrier
mekanism:plasticfence:7, §7Light Grey Plastic Barrier
mekanism:plasticfence:8, §8Grey Plastic Barrier
mekanism:plasticfence:9, §dPink Plastic Barrier
mekanism:plasticfence:10, §aLime Plastic Barrier
mekanism:plasticfence:11, §eYellow Plastic Barrier
mekanism:plasticfence:12, §9Light Blue Plastic Barrier
mekanism:plasticfence:13, §dMagenta Plastic Barrier
mekanism:plasticfence:14, §6Orange Plastic Barrier
mekanism:plasticfence:15, §fWhite Plastic Barrier
mekanism:saltblock, Salt Block
cookingforblockheads:cooking_table, Cooking Table
cookingforblockheads:oven, Oven
cookingforblockheads:fridge, Fridge
cookingforblockheads:sink, Sink
cookingforblockheads:tool_rack, Tool Rack
cookingforblockheads:toaster, Toaster
cookingforblockheads:milk_jar, Milk Jar
cookingforblockheads:cow_jar, Cow in a Jar
cookingforblockheads:spice_rack, Spice Rack
cookingforblockheads:counter, Kitchen Counter
cookingforblockheads:cabinet, Kitchen Cabinet
cookingforblockheads:corner, Kitchen Corner
cookingforblockheads:kitchen_floor, Kitchen Floor
cookingforblockheads:fruit_basket, Fruit Basket
cookingforblockheads:cutting_board, Cutting Board
cookingforblockheads:recipe_book:0, Cooking for Blockheads
cookingforblockheads:recipe_book:1, Cooking for Blockheads I
cookingforblockheads:recipe_book:2, Cooking for Blockheads II
cookingforblockheads:heating_unit, Heating Unit
cookingforblockheads:ice_unit, Ice Unit
cookingforblockheads:preservation_chamber, Preservation Chamber
coralreef:coral:0, Orange Coral
coralreef:coral:1, Magenta Coral
coralreef:coral:2, Pink Coral
coralreef:coral:3, Cyan Coral
coralreef:coral:4, Green Coral
coralreef:coral:5, Gray Coral
coralreef:reef:0, Coral Reef
coralreef:reef:1, Dry Reef
essentials:brazier, Incense Brazier
essentials:slotted_chest, Slotted Chest
essentials:sorting_hopper, Sorting Hopper
essentials:fertile_soil:0, Wheat Fertile Soil
essentials:fertile_soil:1, Potato Fertile Soil
essentials:fertile_soil:2, Carrot Fertile Soil
essentials:fertile_soil:3, Beetroot Fertile Soil
essentials:fertile_soil:4, Oak Sapling Fertile Soil
essentials:fertile_soil:5, Birch Sapling Fertile Soil
essentials:fertile_soil:6, Spruce Sapling Fertile Soil
essentials:fertile_soil:7, Jungle Sapling Fertile Soil
essentials:fertile_soil:8, Acacia Sapling Fertile Soil
essentials:fertile_soil:9, Dark Oak Sapling Fertile Soil
essentials:port_extender, Port Extender
essentials:item_chute, Item Chute
essentials:item_chute_port, Item Chute Port
essentials:obsidian_cutting_kit, Obsidian Cutting Kit
essentials:candle_lilypad, Candle Lilypad
essentials:wrench, Wrench
crossroads:master_axis, Master Axis
crossroads:grindstone, Grindstone
crossroads:heating_crucible, Heating Crucible
crossroads:fluid_tube, Fluid Tube
crossroads:steam_boiler, Steam Boiler
crossroads:rotary_pump, Rotary Pump
crossroads:steam_turbine, Steam Turbine
crossroads:block_salt, Block of Salt
crossroads:fluid_void, Fluid Void
crossroads:heat_exchanger, Heat Exchanger
crossroads:insulated_heat_exchanger, Insulated Heat Exchanger
crossroads:fluid_tank, Fluid Tank
crossroads:coal_heater, Fuel Heater
crossroads:heating_chamber, Heating Chamber
crossroads:salt_reactor, Salt Reactor
crossroads:fluid_cooling_chamber, Fluid Cooling Chamber
crossroads:radiator, Radiator
crossroads:rotary_drill, Rotary Drill
crossroads:fat_collector, Fat Collector
crossroads:fat_congealer, Fat Congealer
crossroads:redstone_fluid_tube, Redstone Fluid Tube
crossroads:water_centrifuge, Water Centrifuge
crossroads:arcane_extractor, Arcane Extractor
crossroads:small_quartz_stabilizer, Small Quartz Stabilizer
crossroads:large_quartz_stabilizer, Large Quartz Stabilizer
crossroads:crystalline_prism, Crystalline Prism
crossroads:arcane_reflector, Arcane Reflector
crossroads:lens_holder, Lens Holder
crossroads:block_pure_quartz, Block of Pure Quartz
crossroads:beam_splitter, Beam Splitter
crossroads:color_chart, Color Chart
crossroads:multi_piston, Multi-Piston
crossroads:multi_piston_sticky, Sticky Multi-Piston
crossroads:beam_splitter_basic, Basic Beam Splitter
crossroads:master_axis_crystal, Crystalline Master Axis
crossroads:axle, Axle
crossroads:ratiator, Ratiator
crossroads:beacon_harness, Beacon Harness
crossroads:fat_feeder, Fat Feeder
crossroads:chunk_unlocker, Chunk Unlocker
crossroads:rate_manipulator, Rate Manipulator
crossroads:flux_manipulator, Flux Manipulator
crossroads:flux_reader_axis, Flux-Regulated Master Axis
crossroads:multiplication_axis, Multiplication Axis
crossroads:addition_axis, Addition Axis
crossroads:equals_axis, Equals Axis
crossroads:greater_than_axis, Greater Than Axis
crossroads:less_than_axis, Less Than Axis
crossroads:redstone_axis, Redstone Axis
crossroads:square_root_axis, Square Root Axis
crossroads:mechanical_beam_splitter, Mechanical Beam Splitter
crossroads:cage_charger, Cage Charger
crossroads:hamster_wheel, Hamster Wheel
crossroads:fluid_splitter, Redstone Fluid Splitter
crossroads:basic_fluid_splitter, Basic Fluid Splitter
crossroads:copshowium_creation_chamber, Copshowium Creation Chamber
crossroads:sin_axis, Sin Axis
crossroads:cos_axis, Cos Axis
crossroads:arcsin_axis, ArcSin Axis
crossroads:arccos_axis, ArcCos Axis
crossroads:gateway_frame, Gateway Frame
crossroads:redstone_keyboard, Redstone Keyboard
crossroads:detailed_crafter, Detailed Crafter
crossroads:prototyping_table, Prototyping Table
crossroads:prototype, Prototype
crossroads:prototype_port, Prototype Port
crossroads:mechanical_arm, Mechanical Arm
crossroads:redstone_registry, Redstone Registry
crossroads:alch_tube:0, Glass Conduit
crossroads:alch_tube:1, Crystal Conduit
crossroads:fluid_injector:0, Glass Fluid Injector
crossroads:fluid_injector:1, Crystal Fluid Injector
crossroads:flow_limiter:0, Glass Limiter Conduit
crossroads:flow_limiter:1, Crystal Limiter Conduit
crossroads:heated_tube:0, Glass Thermal Conduit
crossroads:heated_tube:1, Crystal Thermal Conduit
crossroads:cooling_coil:0, Glass Cooling Coil
crossroads:cooling_coil:1, Crystal Cooling Coil
crossroads:chemical_vent, Chemical Vent
crossroads:reaction_chamber:0, Glass Reaction Vessel
crossroads:reaction_chamber:1, Crystal Reaction Vessel
crossroads:heat_limiter, Heat Limiter
crossroads:dynamo, Dynamo
crossroads:tesla_coil, Tesla Coil
crossroads:reagent_tank:0, Glass Storage Vessel
crossroads:reagent_tank:1, Crystal Storage Vessel
crossroads:reagent_pump:0, Glass Pump
crossroads:reagent_pump:1, Crystal Pump
crossroads:maxwell_demon, Maxwell's Demon
crossroads:glassware_holder, Glassware Stand
crossroads:reds_alch_tube:0, Glass Redstone Conduit
crossroads:reds_alch_tube:1, Crystal Redstone Conduit
crossroads:alembic, Arcane Alembic
crossroads:alchemy_chart, Alchemy Chart
crossroads:densus_plate:0, Density Plate
crossroads:densus_plate:1, Anti-Density Plate
crossroads:charging_stand, Electrolyzer
crossroads:atmos_charger, Atmospheric Attenuator
crossroads:copshowium_axle, Copshowium Axle
crossroads:clock_stabilizer, Clockwork Stabilizer
crossroads:heat_cable_copper_wool, Wool Insulated Heat Cable
crossroads:redstone_heat_cable_copper_wool, Redstone Wool Insulated Heat Cable
crossroads:heat_cable_copper_slime, Slime Insulated Heat Cable
crossroads:redstone_heat_cable_copper_slime, Redstone Slime Insulated Heat Cable
crossroads:heat_cable_copper_dirt, Dirt "Insulated" Heat Cable
crossroads:redstone_heat_cable_copper_dirt, Redstone Dirt "Insulated" Heat Cable
crossroads:heat_cable_copper_ice, Ice Insulated Heat Cable
crossroads:redstone_heat_cable_copper_ice, Redstone Ice Insulated Heat Cable
crossroads:heat_cable_copper_obsidian, Obsidian Insulated Heat Cable
crossroads:redstone_heat_cable_copper_obsidian, Redstone Obsidian Insulated Heat Cable
crossroads:heat_cable_copper_densus, Densus Insulated Heat Cable
crossroads:redstone_heat_cable_copper_densus, Redstone Densus Insulated Heat Cable
crossroads:gear_iron, Iron Gear
crossroads:large_gear_iron, Large Iron Gear
crossroads:toggle_gear_iron, Iron Toggle Gear
crossroads:gear_gold, Gold Gear
crossroads:large_gear_gold, Large Gold Gear
crossroads:toggle_gear_gold, Gold Toggle Gear
crossroads:gear_copper, Copper Gear
crossroads:large_gear_copper, Large Copper Gear
crossroads:toggle_gear_copper, Copper Toggle Gear
crossroads:gear_tin, Tin Gear
crossroads:large_gear_tin, Large Tin Gear
crossroads:toggle_gear_tin, Tin Toggle Gear
crossroads:gear_bronze, Bronze Gear
crossroads:large_gear_bronze, Large Bronze Gear
crossroads:toggle_gear_bronze, Bronze Toggle Gear
crossroads:gear_copshowium, Copshowium Gear
crossroads:large_gear_copshowium, Large Copshowium Gear
crossroads:toggle_gear_copshowium, Copshowium Toggle Gear
crossroads:gear_lead, Lead Gear
crossroads:large_gear_lead, Large Lead Gear
crossroads:toggle_gear_lead, Lead Toggle Gear
crossroads:gear_silver, Silver Gear
crossroads:large_gear_silver, Large Silver Gear
crossroads:toggle_gear_silver, Silver Toggle Gear
crossroads:gear_nickel, Nickel Gear
crossroads:large_gear_nickel, Large Nickel Gear
crossroads:toggle_gear_nickel, Nickel Toggle Gear
crossroads:gear_invar, Invar Gear
crossroads:large_gear_invar, Large Invar Gear
crossroads:toggle_gear_invar, Invar Toggle Gear
crossroads:gear_platinum, Platinum Gear
crossroads:large_gear_platinum, Large Platinum Gear
crossroads:toggle_gear_platinum, Platinum Toggle Gear
crossroads:gear_electrum, Electrum Gear
crossroads:large_gear_electrum, Large Electrum Gear
crossroads:toggle_gear_electrum, Electrum Toggle Gear
crossroads:ingot_tin, Tin Ingot
crossroads:block_tin, Tin Block
crossroads:nugget_tin, Tin Nugget
crossroads:ore_tin, Tin Ore
crossroads:ingot_copper, Copper Ingot
crossroads:block_copper, Copper Block
crossroads:nugget_copper, Copper Nugget
crossroads:ore_copper, Copper Ore
crossroads:ore_native_copper, Native Copper Ore
crossroads:ingot_bronze, Bronze Ingot
crossroads:block_bronze, Bronze Block
crossroads:nugget_bronze, Bronze Nugget
crossroads:gem_ruby, Ruby
crossroads:block_ruby, Block of Ruby
crossroads:ore_ruby, Ruby Ore
crossroads:ingot_copshowium, Copshowium Ingot
crossroads:block_copshowium, Block of Copshowium
crossroads:nugget_copshowium, Copshowium Nugget
crossroads:debug_gear_writer, Debug Gear Writer
crossroads:hand_crank, Hand Crank
crossroads:debug_heat_writer, Debug Heat Writer
crossroads:dust_copper, Copper Dust
crossroads:dust_salt, Salt
crossroads:mashed_potato, Mashed Potatoes
crossroads:thermometer, Thermometer
crossroads:fluid_gauge, Fluid Gauge
crossroads:speedometer, Speed-O-Meter
crossroads:omnimeter, OmniMeter
crossroads:vacuum, Vacuum Cleaner
crossroads:magenta_bread, Magenta Bread
crossroads:edible_blob, Edible Blob
crossroads:rain_idol, Rain Idol
crossroads:pure_quartz, Pure Quartz
crossroads:luminescent_quartz, Luminescent Quartz
crossroads:lens_array, Crystal Lens Array
crossroads:invis_item, Invisible Item
crossroads:squid_helmet, Squid Helmet
crossroads:pig_zombie_chestplate, Zombie Pigman Chestplate
crossroads:cow_leggings, Cow Leggings
crossroads:chicken_boots, Chicken Boots
crossroads:chaos_rod, Rod of Discord
crossroads:void_crystal, Void Crystal
crossroads:module_goggles, Modular Goggles
crossroads:staff_technomancy, Beam Staff
crossroads:beam_cage, Beam Cage
crossroads:prototype_pistol, Prototyped Pistol
crossroads:prototype_watch, Prototyped Watch
crossroads:adamant, Adamant
crossroads:sulfur, Sulfur
crossroads:vanadium, Vanadium
crossroads:vanadium_5_oxide, Vanadium (V) Oxide
crossroads:phil_stone, Philosopher's Stone
crossroads:prac_stone, Practitioner's Stone
crossroads:alch_crystal, Alchemical Crystal
crossroads:waste_salt, Alchemical Salt
crossroads:phial:0, Glass Phial
crossroads:phial:1, Crystal Phial
crossroads:liech_wrench, Liechtensteinian Army Wrench
crossroads:leyden_jar:0, Leyden Jar
crossroads:leyden_jar:0, Leyden Jar
crossroads:florence_flask:0, Glass Florence Flask
crossroads:florence_flask:1, Crystal Florence Flask
crossroads:shell:0, Glass Shell
crossroads:shell:1, Crystal Shell
crossroads:nitroglycerin, Bottle of Nitroglycerin
crossroads:solid_quicksilver, Frozen Quicksilver
crossroads:solid_fusas, Solidified Fusas
crossroads:solid_eldrine, Solidified Eldrine
crossroads:solid_stasisol, Solidified Stasisol
crossroads:solid_densus, Densus Chunk
crossroads:solid_anti_densus, Anti-Densus Chunk
crossroads:solid_fortis, Salt of Aqua Fortis
crossroads:solid_vitriol, Salt of Oil of Vitriol
crossroads:solid_muriatic, Salt of Muriatic Acid
crossroads:solid_regia, Salt of Aqua Regia
crossroads:flying_machine, Flying Machine
crossroads:tesla_ray, Tesla Ray
earthworks:daub_cob_arrow0, Timber Framed Wattle and Daub
earthworks:daub_cob_arrow1, Timber Framed Wattle and Daub
earthworks:daub_cob_arrow2, Timber Framed Wattle and Daub
earthworks:daub_cob_arrow3, Timber Framed Wattle and Daub
earthworks:daub_cob_barndoor0, Timber Framed Wattle and Daub
earthworks:daub_cob_barndoor1, Timber Framed Wattle and Daub
earthworks:daub_cob_barndoor2, Timber Framed Wattle and Daub
earthworks:daub_cob_barndoor3, Timber Framed Wattle and Daub
earthworks:daub_cob_barndoor4, Timber Framed Wattle and Daub
earthworks:daub_cob_barndoor5, Timber Framed Wattle and Daub
earthworks:daub_cob_barndoor6, Timber Framed Wattle and Daub
earthworks:daub_cob_barndoor7, Timber Framed Wattle and Daub
earthworks:daub_cob_bottom_l, Timber Framed Wattle and Daub
earthworks:daub_cob_bottom, Timber Framed Wattle and Daub
earthworks:daub_cob_bottom_r, Timber Framed Wattle and Daub
earthworks:daub_cob_left, Timber Framed Wattle and Daub
earthworks:daub_cob_parallel_hor, Timber Framed Wattle and Daub
earthworks:daub_cob_parallel_vert, Timber Framed Wattle and Daub
earthworks:daub_cob_right, Timber Framed Wattle and Daub
