+----------------------------+--------------------------------------------------------+------------------------------+-----+
| Mod name                   | Registry name                                          | Entity class name            |  ID |
| The Twilight Forest        | twilightforest:chain_block                             | EntityTFChainBlock           |  75 |
| The Twilight Forest        | twilightforest:charm_effect                            | EntityTFCharmEffect          |  68 |
| The Twilight Forest        | twilightforest:cube_of_annihilation                    | EntityTFCubeOfAnnihilation   |  76 |
| The Twilight Forest        | twilightforest:death_tome                              | EntityTFDeathTome            |  22 |
| The Twilight Forest        | twilightforest:deer                                    | EntityTFDeer                 |   2 |
| The Twilight Forest        | twilightforest:falling_ice                             | EntityTFFallingIce           |  70 |
| The Twilight Forest        | twilightforest:fire_beetle                             | EntityTFFireBeetle           |  25 |
| The Twilight Forest        | twilightforest:firefly                                 | EntityTFMobileFirefly        |  32 |
| The Twilight Forest        | twilightforest:giant_miner                             | EntityTFGiantMiner           |  52 |
| The Twilight Forest        | twilightforest:goblin_knight_lower                     | EntityTFGoblinKnightLower    |  41 |
| The Twilight Forest        | twilightforest:goblin_knight_upper                     | EntityTFGoblinKnightUpper    |  40 |
| The Twilight Forest        | twilightforest:harbinger_cube                          | EntityTFHarbingerCube        |  55 |
| The Twilight Forest        | twilightforest:hedge_spider                            | EntityTFHedgeSpider          |   9 |
| The Twilight Forest        | twilightforest:helmet_crab                             | EntityTFHelmetCrab           |  42 |
| The Twilight Forest        | twilightforest:hostile_wolf                            | EntityTFHostileWolf          |   7 |
| The Twilight Forest        | twilightforest:hydra                                   | EntityTFHydra                |  10 |
| The Twilight Forest        | twilightforest:hydra_head                              | EntityTFHydraHead            |  59 |
| The Twilight Forest        | twilightforest:hydra_mortar                            | EntityTFHydraMortar          |  64 |
| The Twilight Forest        | twilightforest:ice_arrow                               | EntityIceArrow               |  73 |
| The Twilight Forest        | twilightforest:ice_crystal                             | EntityTFIceCrystal           |  54 |
| The Twilight Forest        | twilightforest:ice_snowball                            | EntityTFIceSnowball          |  74 |
| The Twilight Forest        | twilightforest:king_spider                             | EntityTFKingSpider           |  31 |
| The Twilight Forest        | twilightforest:knight_phantom                          | EntityTFKnightPhantom        |  43 |
| The Twilight Forest        | twilightforest:kobold                                  | EntityTFKobold               |  20 |
| The Twilight Forest        | twilightforest:lich                                    | EntityTFLich                 |  11 |
| The Twilight Forest        | twilightforest:lich_bolt                               | EntityTFLichBolt             |  61 |
| The Twilight Forest        | twilightforest:lich_bomb                               | EntityTFLichBomb             |  65 |
| The Twilight Forest        | twilightforest:lich_minion                             | EntityTFLichMinion           |  13 |
| The Twilight Forest        | twilightforest:loyal_zombie                            | EntityTFLoyalZombie          |  14 |
| The Twilight Forest        | twilightforest:maze_slime                              | EntityTFMazeSlime            |  28 |
| The Twilight Forest        | twilightforest:mini_ghast                              | EntityTFMiniGhast            |  33 |
| The Twilight Forest        | twilightforest:minoshroom                              | EntityTFMinoshroom           |  24 |
| The Twilight Forest        | twilightforest:minotaur                                | EntityTFMinotaur             |  23 |
| The Twilight Forest        | twilightforest:mist_wolf                               | EntityTFMistWolf             |  30 |
| The Twilight Forest        | twilightforest:moonworm_shot                           | EntityTFMoonwormShot         |  66 |
| The Twilight Forest        | twilightforest:mosquito_swarm                          | EntityTFMosquitoSwarm        |  21 |
| The Twilight Forest        | twilightforest:naga                                    | EntityTFNaga                 |   5 |
| The Twilight Forest        | twilightforest:nature_bolt                             | EntityTFNatureBolt           |  60 |
| The Twilight Forest        | twilightforest:penguin                                 | EntityTFPenguin              |  12 |
| The Twilight Forest        | twilightforest:pinch_beetle                            | EntityTFPinchBeetle          |  27 |
| The Twilight Forest        | twilightforest:quest_ram                               | EntityTFQuestRam             |  19 |
| The Twilight Forest        | twilightforest:raven                                   | EntityTFRaven                |  18 |
| The Twilight Forest        | twilightforest:redcap                                  | EntityTFRedcap               |   3 |
| The Twilight Forest        | twilightforest:redcap_sapper                           | EntityTFRedcapSapper         |  29 |
| The Twilight Forest        | twilightforest:roving_cube                             | EntityTFRovingCube           |  57 |
| The Twilight Forest        | twilightforest:seeker_arrow                            | EntitySeekerArrow            |  72 |
| The Twilight Forest        | twilightforest:skeleton_druid                          | EntityTFSkeletonDruid        |   6 |
| The Twilight Forest        | twilightforest:slider                                  | EntityTFSlideBlock           |  77 |
| The Twilight Forest        | twilightforest:slime_beetle                            | EntityTFSlimeBeetle          |  26 |
| The Twilight Forest        | twilightforest:slime_blob                              | EntityTFSlimeProjectile      |  67 |
| The Twilight Forest        | twilightforest:snow_guardian                           | EntityTFSnowGuardian         |  47 |
| The Twilight Forest        | twilightforest:snow_queen                              | EntityTFSnowQueen            |  50 |
| The Twilight Forest        | twilightforest:squirrel                                | EntityTFSquirrel             |  16 |
| The Twilight Forest        | twilightforest:stable_ice_core                         | EntityTFIceShooter           |  48 |
| The Twilight Forest        | twilightforest:swarm_spider                            | EntityTFSwarmSpider          |   4 |
| The Twilight Forest        | twilightforest:thrown_ice                              | EntityTFIceBomb              |  71 |
| The Twilight Forest        | twilightforest:thrown_wep                              | EntityTFThrownWep            |  69 |
| The Twilight Forest        | twilightforest:tiny_bird                               | EntityTFTinyBird             |  15 |
| The Twilight Forest        | twilightforest:tome_bolt                               | EntityTFTomeBolt             |  63 |
| The Twilight Forest        | twilightforest:tower_broodling                         | EntityTFTowerBroodling       |  37 |
| The Twilight Forest        | twilightforest:tower_ghast                             | EntityTFTowerGhast           |  34 |
| The Twilight Forest        | twilightforest:tower_golem                             | EntityTFTowerGolem           |  35 |
| The Twilight Forest        | twilightforest:tower_termite                           | EntityTFTowerTermite         |  36 |
| The Twilight Forest        | twilightforest:troll                                   | EntityTFTroll                |  51 |
| The Twilight Forest        | twilightforest:unstable_ice_core                       | EntityTFIceExploder          |  49 |
| The Twilight Forest        | twilightforest:ur_ghast                                | EntityTFUrGhast              |  38 |
| The Twilight Forest        | twilightforest:wand_bolt                               | EntityTFTwilightWandBolt     |  62 |
| The Twilight Forest        | twilightforest:wild_boar                               | EntityTFBoar                 |   0 |
| The Twilight Forest        | twilightforest:winter_wolf                             | EntityTFWinterWolf           |  46 |
| The Twilight Forest        | twilightforest:wraith                                  | EntityTFWraith               |   8 |
| The Twilight Forest        | twilightforest:yeti                                    | EntityTFYeti                 |  44 |
| The Twilight Forest        | twilightforest:yeti_alpha                              | EntityTFYetiAlpha            |  45 |
| Thut's Elevators           | thuttech:lift                                          | EntityLift                   |   0 |
| To the Bat Poles!          | adpoles:holder                                         | Holder                       |   1 |
| Trumpet Skeleton           | trumpetskeleton:trumpet_skeleton                       | EntityTrumpetSkeleton        |   0 |
| Tumbleweed                 | tumbleweed:tumbleweed                                  | EntityTumbleweed             |   0 |
| Waddles                    | waddles:adelie_penguin                                 | EntityAdeliePenguin          |   1 |
| iChunUtil                  | ichunutil:entity_block                                 | EntityBlock                  | 500 |
| mxTune                     | mxtune:mountableblock                                  | EntitySittableBlock          |   0 |
+----------------------------+--------------------------------------------------------+------------------------------+-----+
| Mod name                   | Registry name                                          | Entity class name            |  ID |
+----------------------------+--------------------------------------------------------+------------------------------+-----+
