+-------------------------------------+---------------------------------------------------------------------------------------+-----------+--------------+
| NOTE: The Hardness and Resistance values are the raw base values in the fields                                                                         |
| of the Block class in question. The actual final values may be different                                                                               |
| for different states of the block, or they may depend on a TileEntity etc.                                                                             |
+-------------------------------------+---------------------------------------------------------------------------------------+-----------+--------------+
| Mod name                            | Registry name                                                                         |  Hardness |   Resistance |
| Forestry                            | forestry:stairs.mahogany                                                              |      0.00 |        15.00 |
| Forestry                            | forestry:stairs.maple                                                                 |      0.00 |        15.00 |
| Forestry                            | forestry:stairs.padauk                                                                |      0.00 |        15.00 |
| Forestry                            | forestry:stairs.palm                                                                  |      0.00 |        15.00 |
| Forestry                            | forestry:stairs.papaya                                                                |      0.00 |        15.00 |
| Forestry                            | forestry:stairs.pine                                                                  |      0.00 |        15.00 |
| Forestry                            | forestry:stairs.plum                                                                  |      0.00 |        15.00 |
| Forestry                            | forestry:stairs.poplar                                                                |      0.00 |        15.00 |
| Forestry                            | forestry:stairs.sequoia                                                               |      0.00 |        15.00 |
| Forestry                            | forestry:stairs.teak                                                                  |      0.00 |        15.00 |
| Forestry                            | forestry:stairs.vanilla.fireproof.acacia                                              |      0.00 |        15.00 |
| Forestry                            | forestry:stairs.vanilla.fireproof.birch                                               |      0.00 |        15.00 |
| Forestry                            | forestry:stairs.vanilla.fireproof.dark_oak                                            |      0.00 |        15.00 |
| Forestry                            | forestry:stairs.vanilla.fireproof.jungle                                              |      0.00 |        15.00 |
| Forestry                            | forestry:stairs.vanilla.fireproof.oak                                                 |      0.00 |        15.00 |
| Forestry                            | forestry:stairs.vanilla.fireproof.spruce                                              |      0.00 |        15.00 |
| Forestry                            | forestry:stairs.walnut                                                                |      0.00 |        15.00 |
| Forestry                            | forestry:stairs.wenge                                                                 |      0.00 |        15.00 |
| Forestry                            | forestry:stairs.willow                                                                |      0.00 |        15.00 |
| Forestry                            | forestry:stairs.zebrawood                                                             |      0.00 |        15.00 |
| Forestry                            | forestry:stamp_collector                                                              |      1.50 |         7.50 |
| Forestry                            | forestry:still                                                                        |      1.50 |         7.50 |
| Forestry                            | forestry:stump                                                                        |      0.00 |         0.00 |
| Forestry                            | forestry:trade_station                                                                |      1.50 |         7.50 |
| Forestry                            | forestry:tree_chest                                                                   |      1.50 |         7.50 |
| Forestry                            | forestry:wood_pile                                                                    |      1.50 |         7.50 |
| Forestry                            | forestry:wood_pile_decorative                                                         |      1.50 |         7.50 |
| Forestry                            | forestry:worktable                                                                    |      1.50 |         7.50 |
| Funky Locomotion                    | funkylocomotion:booster                                                               |      1.00 |         5.00 |
| Funky Locomotion                    | funkylocomotion:frame_0                                                               |      1.00 |         5.00 |
| Funky Locomotion                    | funkylocomotion:frame_1                                                               |      1.00 |         5.00 |
| Funky Locomotion                    | funkylocomotion:frame_2                                                               |      1.00 |         5.00 |
| Funky Locomotion                    | funkylocomotion:frame_3                                                               |      1.00 |         5.00 |
| Funky Locomotion                    | funkylocomotion:frame_projector                                                       |      1.00 |         5.00 |
| Funky Locomotion                    | funkylocomotion:mass_frame_corner                                                     |      0.00 |         0.00 |
| Funky Locomotion                    | funkylocomotion:mass_frame_edge                                                       |      0.00 |         0.00 |
| Funky Locomotion                    | funkylocomotion:moving                                                                |     -1.00 |         0.00 |
| Funky Locomotion                    | funkylocomotion:pusher                                                                |      1.00 |         5.00 |
| Funky Locomotion                    | funkylocomotion:slider                                                                |      1.00 |         5.00 |
| Funky Locomotion                    | funkylocomotion:teleporter                                                            |      1.00 |         5.00 |
| Ice and Fire                        | iceandfire:ash                                                                        |      0.50 |         0.00 |
| Ice and Fire                        | iceandfire:chared_cobblestone                                                         |      2.00 |        30.00 |
| Ice and Fire                        | iceandfire:chared_dirt                                                                |      0.50 |         0.00 |
| Ice and Fire                        | iceandfire:chared_grass                                                               |      0.60 |         0.00 |
| Ice and Fire                        | iceandfire:chared_grass_path                                                          |      0.60 |         3.00 |
| Ice and Fire                        | iceandfire:chared_gravel                                                              |      0.60 |         0.00 |
| Ice and Fire                        | iceandfire:chared_stone                                                               |      1.50 |        30.00 |
| Ice and Fire                        | iceandfire:dragon_ice                                                                 |      0.50 |         0.00 |
| Ice and Fire                        | iceandfire:dragon_ice_spikes                                                          |      2.50 |        12.50 |
| Ice and Fire                        | iceandfire:egginice                                                                   |      0.50 |         2.50 |
| Ice and Fire                        | iceandfire:fire_lily                                                                  |      0.00 |         0.00 |
| Ice and Fire                        | iceandfire:frost_lily                                                                 |      0.00 |         0.00 |
| Ice and Fire                        | iceandfire:frozen_cobblestone                                                         |      2.00 |        30.00 |
| Ice and Fire                        | iceandfire:frozen_dirt                                                                |      0.50 |         0.00 |
| Ice and Fire                        | iceandfire:frozen_grass                                                               |      0.60 |         0.00 |
| Ice and Fire                        | iceandfire:frozen_grass_path                                                          |      0.60 |         3.00 |
| Ice and Fire                        | iceandfire:frozen_gravel                                                              |      0.60 |         0.00 |
| Ice and Fire                        | iceandfire:frozen_splinters                                                           |      2.00 |        30.00 |
| Ice and Fire                        | iceandfire:frozen_stone                                                               |      1.50 |        30.00 |
| Ice and Fire                        | iceandfire:goldpile                                                                   |      0.30 |         1.50 |
| Ice and Fire                        | iceandfire:jar_empty                                                                  |      1.00 |         6.00 |
| Ice and Fire                        | iceandfire:jar_pixie                                                                  |      1.00 |         6.00 |
| Ice and Fire                        | iceandfire:lectern                                                                    |      2.00 |        15.00 |
| Ice and Fire                        | iceandfire:nest                                                                       |      0.50 |         0.00 |
| Ice and Fire                        | iceandfire:pixie_house                                                                |      2.00 |        15.00 |
| Ice and Fire                        | iceandfire:podium                                                                     |      2.00 |        10.00 |
| Ice and Fire                        | iceandfire:sapphire_block                                                             |      3.00 |        30.00 |
| Ice and Fire                        | iceandfire:sapphire_ore                                                               |      3.00 |        15.00 |
| Ice and Fire                        | iceandfire:silver_block                                                               |      3.00 |        30.00 |
| Ice and Fire                        | iceandfire:silver_ore                                                                 |      3.00 |        15.00 |
| Ice and Fire                        | iceandfire:silverpile                                                                 |      0.30 |         1.50 |
| Immersive Cables                    | immersivecables:coil_block                                                            |      2.50 |        12.50 |
| Immersive Cables                    | immersivecables:connector_quartz                                                      |      2.50 |        12.50 |
| Immersive Cables                    | immersivecables:relay_fluix                                                           |      2.50 |        12.50 |
| Immersive Cables                    | immersivecables:transformer_fluix                                                     |      2.50 |        12.50 |
| Immersive Engineering               | immersiveengineering:aluminum_scaffolding_stairs0                                     |      3.00 |        45.00 |
| Immersive Engineering               | immersiveengineering:aluminum_scaffolding_stairs1                                     |      3.00 |        45.00 |
| Immersive Engineering               | immersiveengineering:aluminum_scaffolding_stairs2                                     |      3.00 |        45.00 |
| Immersive Engineering               | immersiveengineering:cloth_device                                                     |      0.80 |         4.00 |
| Immersive Engineering               | immersiveengineering:connector                                                        |      3.00 |        45.00 |
| Immersive Engineering               | immersiveengineering:conveyor                                                         |      3.00 |        45.00 |
| Immersive Engineering               | immersiveengineering:fake_light                                                       |      0.00 |         0.00 |
| Immersive Engineering               | immersiveengineering:fluidbiodiesel                                                   |      0.00 |         0.00 |
| Immersive Engineering               | immersiveengineering:fluidconcrete                                                    |      0.00 |         0.00 |
| Immersive Engineering               | immersiveengineering:fluidcreosote                                                    |      0.00 |         0.00 |
| Immersive Engineering               | immersiveengineering:fluidethanol                                                     |      0.00 |         0.00 |
| Immersive Engineering               | immersiveengineering:fluidplantoil                                                    |      0.00 |         0.00 |
| Immersive Engineering               | immersiveengineering:hemp                                                             |      0.00 |         0.00 |
| Immersive Engineering               | immersiveengineering:metal_decoration0                                                |      3.00 |        45.00 |
| Immersive Engineering               | immersiveengineering:metal_decoration1                                                |      3.00 |        45.00 |
| Immersive Engineering               | immersiveengineering:metal_decoration1_slab                                           |      3.00 |        45.00 |
| Immersive Engineering               | immersiveengineering:metal_decoration2                                                |      3.00 |        45.00 |
| Immersive Engineering               | immersiveengineering:metal_device0                                                    |      3.00 |        45.00 |
| Immersive Engineering               | immersiveengineering:metal_device1                                                    |      3.00 |        45.00 |
| Immersive Engineering               | immersiveengineering:metal_ladder                                                     |      3.00 |        45.00 |
| Immersive Engineering               | immersiveengineering:metal_multiblock                                                 |      3.00 |        45.00 |
| Immersive Engineering               | immersiveengineering:ore                                                              |      3.00 |        15.00 |
| Immersive Engineering               | immersiveengineering:sheetmetal                                                       |      3.00 |        30.00 |
| Immersive Engineering               | immersiveengineering:sheetmetal_slab                                                  |      3.00 |        30.00 |
| Immersive Engineering               | immersiveengineering:steel_scaffolding_stairs0                                        |      3.00 |        45.00 |
| Immersive Engineering               | immersiveengineering:steel_scaffolding_stairs1                                        |      3.00 |        45.00 |
| Immersive Engineering               | immersiveengineering:steel_scaffolding_stairs2                                        |      3.00 |        45.00 |
| Immersive Engineering               | immersiveengineering:stone_decoration                                                 |      2.00 |        30.00 |
| Immersive Engineering               | immersiveengineering:stone_decoration_slab                                            |      2.00 |        30.00 |
| Immersive Engineering               | immersiveengineering:stone_decoration_stairs_concrete                                 |      2.00 |        30.00 |
| Immersive Engineering               | immersiveengineering:stone_decoration_stairs_concrete_leaded                          |      2.00 |        30.00 |
| Immersive Engineering               | immersiveengineering:stone_decoration_stairs_concrete_tile                            |      2.00 |        30.00 |
| Immersive Engineering               | immersiveengineering:stone_decoration_stairs_hempcrete                                |      2.00 |        30.00 |
| Immersive Engineering               | immersiveengineering:stone_device                                                     |      2.00 |        60.00 |
| Immersive Engineering               | immersiveengineering:storage                                                          |      5.00 |        30.00 |
| Immersive Engineering               | immersiveengineering:storage_slab                                                     |      5.00 |        30.00 |
| Immersive Engineering               | immersiveengineering:treated_wood                                                     |      2.00 |        15.00 |
| Immersive Engineering               | immersiveengineering:treated_wood_slab                                                |      2.00 |        15.00 |
| Immersive Engineering               | immersiveengineering:treated_wood_stairs0                                             |      2.00 |        15.00 |
| Immersive Engineering               | immersiveengineering:treated_wood_stairs1                                             |      2.00 |        15.00 |
| Immersive Engineering               | immersiveengineering:treated_wood_stairs2                                             |      2.00 |        15.00 |
| Immersive Engineering               | immersiveengineering:wooden_decoration                                                |      2.00 |        15.00 |
| Immersive Engineering               | immersiveengineering:wooden_device0                                                   |      2.00 |        15.00 |
| Immersive Engineering               | immersiveengineering:wooden_device1                                                   |      2.00 |        15.00 |
| Immersive Petroleum                 | immersivepetroleum:dummy                                                              |      0.00 |         0.00 |
| Immersive Petroleum                 | immersivepetroleum:fluid_crude_oil                                                    |      0.00 |         0.00 |
| Immersive Petroleum                 | immersivepetroleum:fluid_diesel                                                       |      0.00 |         0.00 |
| Immersive Petroleum                 | immersivepetroleum:fluid_gasoline                                                     |      0.00 |         0.00 |
| Immersive Petroleum                 | immersivepetroleum:fluid_lubricant                                                    |      0.00 |         0.00 |
| Immersive Petroleum                 | immersivepetroleum:fluid_napalm                                                       |      0.00 |         0.00 |
| Immersive Petroleum                 | immersivepetroleum:metal_device                                                       |      3.00 |        45.00 |
| Immersive Petroleum                 | immersivepetroleum:metal_multiblock                                                   |      3.00 |        45.00 |
| Immersive Petroleum                 | immersivepetroleum:stone_decoration                                                   |      2.00 |        30.00 |
| Immersive Tech                      | immersivetech:connectors                                                              |      3.00 |        45.00 |
| Immersive Tech                      | immersivetech:fluiddistwater                                                          |      0.00 |         0.00 |
| Immersive Tech                      | immersivetech:fluidsteam                                                              |      0.00 |         0.00 |
| Immersive Tech                      | immersivetech:metal_device                                                            |      3.00 |        45.00 |
| Immersive Tech                      | immersivetech:metal_multiblock                                                        |      3.00 |        45.00 |
| Immersive Tech                      | immersivetech:stone_decoration                                                        |      2.00 |        45.00 |
| Immersive Tech                      | immersivetech:stone_multiblock                                                        |      2.00 |        60.00 |
| Industrial Renewal                  | industrialrenewal:aisle_hazard                                                        |      2.00 |        15.00 |
| Industrial Renewal                  | industrialrenewal:alarm                                                               |      0.80 |        15.00 |
| Industrial Renewal                  | industrialrenewal:block_chimney                                                       |      0.80 |        15.00 |
| Industrial Renewal                  | industrialrenewal:block_hazard                                                        |      2.00 |        15.00 |
| Industrial Renewal                  | industrialrenewal:booster_rail                                                        |      0.80 |         4.00 |
| Industrial Renewal                  | industrialrenewal:brace                                                               |      3.00 |        15.00 |
| Industrial Renewal                  | industrialrenewal:buffer_stop_rail                                                    |      0.80 |        15.00 |
| Industrial Renewal                  | industrialrenewal:cargo_loader                                                        |      2.00 |        15.00 |
| Industrial Renewal                  | industrialrenewal:catwalk                                                             |      0.80 |        15.00 |
| Industrial Renewal                  | industrialrenewal:catwalk_column                                                      |      0.80 |        15.00 |
| Industrial Renewal                  | industrialrenewal:catwalk_gate                                                        |      0.80 |        15.00 |
| Industrial Renewal                  | industrialrenewal:catwalk_hatch                                                       |      0.80 |        15.00 |
| Industrial Renewal                  | industrialrenewal:catwalk_ladder                                                      |      0.80 |        15.00 |
| Industrial Renewal                  | industrialrenewal:catwalk_pillar                                                      |      0.80 |        15.00 |
| Industrial Renewal                  | industrialrenewal:catwalk_stair                                                       |      0.80 |        15.00 |
| Industrial Renewal                  | industrialrenewal:caution_hazard                                                      |      2.00 |        15.00 |
| Industrial Renewal                  | industrialrenewal:conduit_connector                                                   |      0.80 |        15.00 |
| Industrial Renewal                  | industrialrenewal:conduit_extension                                                   |      0.80 |        15.00 |
| Industrial Renewal                  | industrialrenewal:crossing_rail                                                       |      0.40 |         2.00 |
| Industrial Renewal                  | industrialrenewal:defective_hazard                                                    |      2.00 |        15.00 |
| Industrial Renewal                  | industrialrenewal:detector_rail                                                       |      0.80 |         4.00 |
| Industrial Renewal                  | industrialrenewal:dummy                                                               |      2.00 |        15.00 |
| Industrial Renewal                  | industrialrenewal:electric_fence                                                      |      2.00 |        15.00 |
| Industrial Renewal                  | industrialrenewal:electric_gate                                                       |      0.80 |        15.00 |
| Industrial Renewal                  | industrialrenewal:energy_cable                                                        |      0.80 |        15.00 |
| Industrial Renewal                  | industrialrenewal:fire_extinguisher                                                   |      0.80 |        15.00 |
| Industrial Renewal                  | industrialrenewal:fire_hazard                                                         |      2.00 |        15.00 |
| Industrial Renewal                  | industrialrenewal:firstaid_kit                                                        |      0.80 |        15.00 |
| Industrial Renewal                  | industrialrenewal:flame_detector                                                      |      0.80 |        15.00 |
| Industrial Renewal                  | industrialrenewal:floor_cable                                                         |      0.80 |        15.00 |
| Industrial Renewal                  | industrialrenewal:floor_lamp                                                          |      2.00 |        15.00 |
| Industrial Renewal                  | industrialrenewal:floor_pipe                                                          |      0.80 |        15.00 |
| Industrial Renewal                  | industrialrenewal:fluid_pipe                                                          |      0.80 |        15.00 |
| Industrial Renewal                  | industrialrenewal:fluorescent                                                         |      0.80 |        15.00 |
| Industrial Renewal                  | industrialrenewal:frame                                                               |      0.80 |        15.00 |
| Industrial Renewal                  | industrialrenewal:fuse_box                                                            |      0.80 |        15.00 |
| Industrial Renewal                  | industrialrenewal:gutter                                                              |      0.80 |        15.00 |
| Industrial Renewal                  | industrialrenewal:handrail                                                            |      0.80 |        15.00 |
| Industrial Renewal                  | industrialrenewal:industrial_floor                                                    |      0.80 |        15.00 |
| Industrial Renewal                  | industrialrenewal:light                                                               |      0.80 |        15.00 |
| Industrial Renewal                  | industrialrenewal:normal_rail                                                         |      0.40 |         2.00 |
| Industrial Renewal                  | industrialrenewal:platform                                                            |      0.80 |        15.00 |
| Industrial Renewal                  | industrialrenewal:radiation_hazard                                                    |      2.00 |        15.00 |
| Industrial Renewal                  | industrialrenewal:rail_loader                                                         |      0.80 |         4.00 |
| Industrial Renewal                  | industrialrenewal:record_player                                                       |      0.80 |        15.00 |
| Industrial Renewal                  | industrialrenewal:roof                                                                |      0.80 |        15.00 |
| Industrial Renewal                  | industrialrenewal:safety_hazard                                                       |      2.00 |        15.00 |
| Industrial Renewal                  | industrialrenewal:scaffold                                                            |      0.50 |        15.00 |
| Industrial Renewal                  | industrialrenewal:sensor_rain                                                         |      2.00 |        15.00 |
| Industrial Renewal                  | industrialrenewal:sign_c                                                              |      0.80 |        15.00 |
| Industrial Renewal                  | industrialrenewal:sign_hv                                                             |      0.80 |        15.00 |
| Industrial Renewal                  | industrialrenewal:sign_ra                                                             |      0.80 |        15.00 |
| Industrial Renewal                  | industrialrenewal:signal_indicator                                                    |      2.00 |        15.00 |
| Industrial Renewal                  | industrialrenewal:solar_panel                                                         |      0.80 |        15.00 |
| Industrial Renewal                  | industrialrenewal:traffic_light                                                       |      0.80 |        15.00 |
| Industrial Renewal                  | industrialrenewal:valve_pipe_large                                                    |      3.00 |        15.00 |
| Industrial Renewal                  | industrialrenewal:window                                                              |      0.80 |        15.00 |
| Integrated Dynamics                 | integrateddynamics:block_liquid_chorus                                                |      0.00 |         0.00 |
| Integrated Dynamics                 | integrateddynamics:block_menril_resin                                                 |      0.00 |         0.00 |
| Integrated Dynamics                 | integrateddynamics:cable                                                              |      3.00 |        25.00 |
| Integrated Dynamics                 | integrateddynamics:coal_generator                                                     |      5.00 |        25.00 |
| Integrated Dynamics                 | integrateddynamics:creative_energy_battery                                            |      5.00 |        25.00 |
| Integrated Dynamics                 | integrateddynamics:crystalized_chorus_block                                           |      1.50 |         7.50 |
| Integrated Dynamics                 | integrateddynamics:crystalized_chorus_block_stairs                                    |      1.50 |         7.50 |
| Integrated Dynamics                 | integrateddynamics:crystalized_chorus_brick                                           |      1.50 |         7.50 |
| Integrated Dynamics                 | integrateddynamics:crystalized_chorus_brick_stairs                                    |      1.50 |         7.50 |
| Integrated Dynamics                 | integrateddynamics:crystalized_menril_block                                           |      1.50 |         7.50 |
| Integrated Dynamics                 | integrateddynamics:crystalized_menril_block_stairs                                    |      1.50 |         7.50 |
| Integrated Dynamics                 | integrateddynamics:crystalized_menril_brick                                           |      1.50 |         7.50 |
| Integrated Dynamics                 | integrateddynamics:crystalized_menril_brick_stairs                                    |      1.50 |         7.50 |
| Integrated Dynamics                 | integrateddynamics:delay                                                              |      5.00 |        25.00 |
| Integrated Dynamics                 | integrateddynamics:drying_basin                                                       |      5.00 |        25.00 |
| Integrated Dynamics                 | integrateddynamics:energy_battery                                                     |      5.00 |        25.00 |
| Integrated Dynamics                 | integrateddynamics:invisible_light                                                    |      3.00 |        15.00 |
| Integrated Dynamics                 | integrateddynamics:logic_programmer                                                   |      3.00 |        15.00 |
| Integrated Dynamics                 | integrateddynamics:materializer                                                       |      5.00 |        25.00 |
| Integrated Dynamics                 | integrateddynamics:mechanical_drying_basin                                            |      5.00 |        25.00 |
| Integrated Dynamics                 | integrateddynamics:mechanical_squeezer                                                |      5.00 |        25.00 |
| Integrated Dynamics                 | integrateddynamics:menril_door                                                        |      3.00 |        15.00 |
| Integrated Dynamics                 | integrateddynamics:menril_leaves                                                      |      0.20 |         1.00 |
| Integrated Dynamics                 | integrateddynamics:menril_log                                                         |      2.00 |        10.00 |
| Integrated Dynamics                 | integrateddynamics:menril_log_filled                                                  |      2.50 |        12.50 |
| Integrated Dynamics                 | integrateddynamics:menril_planks                                                      |      2.00 |        10.00 |
| Integrated Dynamics                 | integrateddynamics:menril_planks_stairs                                               |      2.00 |        10.00 |
| Integrated Dynamics                 | integrateddynamics:menril_sapling                                                     |      0.00 |         0.00 |
| Integrated Dynamics                 | integrateddynamics:menril_torch                                                       |      0.00 |         0.00 |
| Integrated Dynamics                 | integrateddynamics:menril_torch_stone                                                 |      0.00 |         0.00 |
| Integrated Dynamics                 | integrateddynamics:part_audio_reader_block                                            |      0.00 |         0.00 |
| Integrated Dynamics                 | integrateddynamics:part_audio_writer_block                                            |      0.00 |         0.00 |
| Integrated Dynamics                 | integrateddynamics:part_block_reader_block                                            |      0.00 |         0.00 |
| Integrated Dynamics                 | integrateddynamics:part_connector_mono_directional_block                              |      0.00 |         0.00 |
| Integrated Dynamics                 | integrateddynamics:part_connector_omni_directional_block                              |      0.00 |         0.00 |
| Integrated Dynamics                 | integrateddynamics:part_display_panel_block                                           |      0.00 |         0.00 |
| Integrated Dynamics                 | integrateddynamics:part_dynamic_light_panel_block                                     |      0.00 |         0.00 |
| Integrated Dynamics                 | integrateddynamics:part_effect_writer_block                                           |      0.00 |         0.00 |
| Integrated Dynamics                 | integrateddynamics:part_entity_reader_block                                           |      0.00 |         0.00 |
| Integrated Dynamics                 | integrateddynamics:part_entity_writer_block                                           |      0.00 |         0.00 |
| Integrated Dynamics                 | integrateddynamics:part_extradimensional_reader_block                                 |      0.00 |         0.00 |
| Integrated Dynamics                 | integrateddynamics:part_fluid_reader_block                                            |      0.00 |         0.00 |
| Integrated Dynamics                 | integrateddynamics:part_inventory_reader_block                                        |      0.00 |         0.00 |
| Integrated Dynamics                 | integrateddynamics:part_inventory_writer_block                                        |      0.00 |         0.00 |
| Integrated Dynamics                 | integrateddynamics:part_machine_reader_block                                          |      0.00 |         0.00 |
| Integrated Dynamics                 | integrateddynamics:part_machine_writer_block                                          |      0.00 |         0.00 |
| Integrated Dynamics                 | integrateddynamics:part_network_reader_block                                          |      0.00 |         0.00 |
| Integrated Dynamics                 | integrateddynamics:part_redstone_reader_block                                         |      0.00 |         0.00 |
| Integrated Dynamics                 | integrateddynamics:part_redstone_writer_block                                         |      0.00 |         0.00 |
| Integrated Dynamics                 | integrateddynamics:part_static_light_panel_block                                      |      0.00 |         0.00 |
| Integrated Dynamics                 | integrateddynamics:part_world_reader_block                                            |      0.00 |         0.00 |
| Integrated Dynamics                 | integrateddynamics:proxy                                                              |      5.00 |        25.00 |
| Integrated Dynamics                 | integrateddynamics:squeezer                                                           |      5.00 |        25.00 |
| Integrated Dynamics                 | integrateddynamics:variablestore                                                      |      5.00 |        25.00 |
| Integrated Tunnels                  | integratedtunnels:part_exporter_energy_block                                          |      0.00 |         0.00 |
| Integrated Tunnels                  | integratedtunnels:part_exporter_fluid_block                                           |      0.00 |         0.00 |
| Integrated Tunnels                  | integratedtunnels:part_exporter_item_block                                            |      0.00 |         0.00 |
| Integrated Tunnels                  | integratedtunnels:part_exporter_world_block_block                                     |      0.00 |         0.00 |
| Integrated Tunnels                  | integratedtunnels:part_exporter_world_energy_block                                    |      0.00 |         0.00 |
| Integrated Tunnels                  | integratedtunnels:part_exporter_world_fluid_block                                     |      0.00 |         0.00 |
| Integrated Tunnels                  | integratedtunnels:part_exporter_world_item_block                                      |      0.00 |         0.00 |
| Integrated Tunnels                  | integratedtunnels:part_importer_energy_block                                          |      0.00 |         0.00 |
| Integrated Tunnels                  | integratedtunnels:part_importer_fluid_block                                           |      0.00 |         0.00 |
| Integrated Tunnels                  | integratedtunnels:part_importer_item_block                                            |      0.00 |         0.00 |
| Integrated Tunnels                  | integratedtunnels:part_importer_world_block_block                                     |      0.00 |         0.00 |
| Integrated Tunnels                  | integratedtunnels:part_importer_world_energy_block                                    |      0.00 |         0.00 |
| Integrated Tunnels                  | integratedtunnels:part_importer_world_fluid_block                                     |      0.00 |         0.00 |
| Integrated Tunnels                  | integratedtunnels:part_importer_world_item_block                                      |      0.00 |         0.00 |
| Integrated Tunnels                  | integratedtunnels:part_interface_energy_block                                         |      0.00 |         0.00 |
| Integrated Tunnels                  | integratedtunnels:part_interface_fluid_block                                          |      0.00 |         0.00 |
| Integrated Tunnels                  | integratedtunnels:part_interface_item_block                                           |      0.00 |         0.00 |
| Integrated Tunnels                  | integratedtunnels:part_player_simulator_block                                         |      0.00 |         0.00 |
| Iron Chest                          | ironchest:iron_chest                                                                  |      3.00 |        15.00 |
| Iron Chest                          | ironchest:iron_shulker_box_black                                                      |      3.00 |        15.00 |
| Iron Chest                          | ironchest:iron_shulker_box_blue                                                       |      3.00 |        15.00 |
| Iron Chest                          | ironchest:iron_shulker_box_brown                                                      |      3.00 |        15.00 |
| Iron Chest                          | ironchest:iron_shulker_box_cyan                                                       |      3.00 |        15.00 |
| Iron Chest                          | ironchest:iron_shulker_box_gray                                                       |      3.00 |        15.00 |
| Iron Chest                          | ironchest:iron_shulker_box_green                                                      |      3.00 |        15.00 |
| Iron Chest                          | ironchest:iron_shulker_box_light_blue                                                 |      3.00 |        15.00 |
| Iron Chest                          | ironchest:iron_shulker_box_lime                                                       |      3.00 |        15.00 |
| Iron Chest                          | ironchest:iron_shulker_box_magenta                                                    |      3.00 |        15.00 |
| Iron Chest                          | ironchest:iron_shulker_box_orange                                                     |      3.00 |        15.00 |
| Iron Chest                          | ironchest:iron_shulker_box_pink                                                       |      3.00 |        15.00 |
| Iron Chest                          | ironchest:iron_shulker_box_purple                                                     |      3.00 |        15.00 |
| Iron Chest                          | ironchest:iron_shulker_box_red                                                        |      3.00 |        15.00 |
| Iron Chest                          | ironchest:iron_shulker_box_silver                                                     |      3.00 |        15.00 |
| Iron Chest                          | ironchest:iron_shulker_box_white                                                      |      3.00 |        15.00 |
| Iron Chest                          | ironchest:iron_shulker_box_yellow                                                     |      3.00 |        15.00 |
| Jukebox Mod                         | jukebox:jukebox                                                                       |      2.00 |        30.00 |
| Just a Few Fish                     | jaff:tank                                                                             |      0.50 |         2.50 |
| Landlust                            | landlust:barrel                                                                       |      0.00 |         0.00 |
| Landlust                            | landlust:bath_tub                                                                     |      1.00 |         5.00 |
| Landlust                            | landlust:bed                                                                          |      1.00 |         5.00 |
| Landlust                            | landlust:boiler                                                                       |      1.00 |         5.00 |
| Landlust                            | landlust:cabinet                                                                      |      1.00 |         5.00 |
| Landlust                            | landlust:cabinet_small                                                                |      1.00 |         5.00 |
| Landlust                            | landlust:campfire                                                                     |      1.00 |         5.00 |
| Landlust                            | landlust:candle                                                                       |      0.00 |         0.00 |
